Admin Region Name,Admin Region Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Turkey, West Marmara Region",TUR_West_Marmara_Region_AGG589,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.8,..
Uganda,UGA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uganda, Central",UGA_Central_AGG270,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uganda, Central 1",UGA_Central_1_AGG_MAL_Survey_060,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.3,..,..,..
"Uganda, Central 2",UGA_Central_2_AGG_MAL_Survey_061,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.9,..,..,..
"Uganda, East Central",UGA_East_Central_AGG_MAL_Survey_062,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.6,..,..,..
"Uganda, Eastern",UGA_Eastern_AGG271,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.6,..,..,..
"Uganda, Kampala",UGA_Kampala_UG.KP_42182_UGA029,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.5,..,..,..
"Uganda, Karamoja",UGA_Karamoja_MAL-242,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uganda, Northern",UGA_Northern_AGG272,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.7,..,..,..
"Uganda, Southwest",UGA_Southwest_AGG_MAL_Survey_063,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.7,..,..,..
"Uganda, West Nile",UGA_West_Nile_MAL-243,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uganda, Western",UGA_Western_AGG273,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Uganda, West-Nile",UGA_West-Nile_MAL-244,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
United States,USA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"United States, Mexican American",USA_Mexican_American_MAL-245,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"United States, Non-hispanic Black",USA_Non-hispanic_Black_MAL-246,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"United States, Non-hispanic White",USA_Non-hispanic_White_MAL-247,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"United States, Other",USA_Other_MAL-248,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"United States, Other ethnicities",USA_Other_ethnicities_MAL-249,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"United States, Other Hispanic",USA_Other_Hispanic_MAL-250,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Uruguay,URY,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Artigas",URY_Artigas_UY.AR_3265_URY001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Canelones",URY_Canelones_UY.CA_3266_URY002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Cerro Largo",URY_Cerro_Largo_UY.CL_3267_URY003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Colonia",URY_Colonia_UY.CO_3268_URY004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Durazno",URY_Durazno_UY.DU_3269_URY005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Flores",URY_Flores_UY.FS_3270_URY006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Florida",URY_Florida_UY.FL_3271_URY007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Lavalleja",URY_Lavalleja_UY.LA_3272_URY008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Maldonado",URY_Maldonado_UY.MA_3273_URY009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Montevideo",URY_Montevideo_UY.MO_3274_URY010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Paysandu",URY_Paysandu_UY.PA_3275_URY011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Rio Negro",URY_Rio_Negro_UY.RN_3276_URY012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Rivera",URY_Rivera_UY.RV_3277_URY013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Rocha",URY_Rocha_UY.RO_3278_URY014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Salto",URY_Salto_UY.SA_3279_URY015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, San Jose",URY_San_Jose_UY.SJ_987_URY016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Soriano",URY_Soriano_UY.SO_3281_URY017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Tacuarembo",URY_Tacuarembo_UY.TA_3282_URY018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uruguay, Treinta Y Tres",URY_Treinta_Y_Tres_UY.TT_3283_URY019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Uzbekistan,UZB,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Central",UZB_Central_AGG621,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Central-East",UZB_Central-East _AGG620,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Eastern",UZB_Eastern_AGG623,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Region 1",UZB_Survey_Region_1_AGG_MAL_Survey_020,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Region 2",UZB_Survey_Region_2_AGG_MAL_Survey_021,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Region 3",UZB_Survey_Region_3_AGG_MAL_Survey_022,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Region 4",UZB_Survey_Region_4_AGG_MAL_Survey_023,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Southern",UZB_Southern_MAL-251,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Tashkent",UZB_Tashkent_UZ.TA_3295_UZB013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Tashkent city",UZB_Tashkent_city_UZ.TK_39698_UZB014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Uzbekistan, Western",UZB_Western_AGG_MAL_Survey_065,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Vanuatu,VUT,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Luganville",VUT_Luganville_MAL-252,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Malampa",VUT_Malampa_VU.ML_3296_VUT001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Penama",VUT_Penama_VU.PM_3297_VUT002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Port Vila",VUT_Port_Vila_MAL-253,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Sanma",VUT_Sanma_VU.SN_3298_VUT003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Shefa",VUT_Shefa_VU.SE_3299_VUT004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Tafea",VUT_Tafea_VU.TF_3300_VUT005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vanuatu, Torba",VUT_Torba_VU.TR_3301_VUT006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Viet Nam, Central Coast",VNM_Central_Coast_1992,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Viet Nam, Northen Midlands & Mountain area",VNM_Northen_Midlands_and_Mountain_area_2010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Viet Nam, Northern Uplands",VNM_Northern_Uplands_1992,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Vietnam,VNM,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vietnam, Central Coast",VNM_Central_Coast_MAL-254,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vietnam, Central Highlands",VNM_Central_Highlands_AGG075_55,"Prevalence of severe wasting, weight for height (% of children under 5)",1.8,..,..,..,..
"Vietnam, Mekong Delta",VNM_Mekong_River_Delta_AGG076_55,"Prevalence of severe wasting, weight for height (% of children under 5)",1.3,..,..,..,..
"Vietnam, North Central Coast",VNM_North_Central_Coast_AGG077,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vietnam, Northern Uplands",VNM_Northern_Uplands_MAL-257,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Vietnam, Red River Delta",VNM_Red_River_Delta_AGG079,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,..,..
"Vietnam, Southeast",VNM_Southeast_AGG081,"Prevalence of severe wasting, weight for height (% of children under 5)",1.8,..,..,..,..
West Bank and Gaza,WBG,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"West Bank and Gaza, Al Khalil",WBG_Al_Khalil_PS.AK_3394_WBG001,"Prevalence of severe wasting, weight for height (% of children under 5)",1.6,..,..,..,..
"West Bank and Gaza, Al Quds",WBG_Al_Quds_PS.AQ_3395_WBG002,"Prevalence of severe wasting, weight for height (% of children under 5)",1.8,..,..,..,..
"West Bank and Gaza, Bethlehem",WBG_Bethlehem_PS.BE_3397_WBG004,"Prevalence of severe wasting, weight for height (% of children under 5)",0.3,..,..,..,..
"West Bank and Gaza, Deir al Balah",WBG_Deir_al_Balah_PS.DB_1291_WBG005,"Prevalence of severe wasting, weight for height (% of children under 5)",0.7,..,..,..,..
"West Bank and Gaza, Gaza",WBG_Gaza_PS.GA_3404.77_WBG022,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"West Bank and Gaza, Gaza strip",WBG_Gaza_strip_AGG1292,"Prevalence of severe wasting, weight for height (% of children under 5)",1,..,..,..,0.1
"West Bank and Gaza, Jenin",WBG_Jenin_PS.JE_3398_WBG008,"Prevalence of severe wasting, weight for height (% of children under 5)",0.4,..,..,..,..
"West Bank and Gaza, Jericho & Al-Aghwar",WBG_Ariha_PS.AR_3396_WBG003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"West Bank and Gaza, Khan Yunis",WBG_Khan_Yunis_PS.KY_1294_WBG009,"Prevalence of severe wasting, weight for height (% of children under 5)",0.1,..,..,..,..
"West Bank and Gaza, Nablus",WBG_Nablus_PS.NA_3399_WBG010,"Prevalence of severe wasting, weight for height (% of children under 5)",0.4,..,..,..,..
"West Bank and Gaza, North Gaza",WBG_North_Gaza_PS.NG_3394.55_WBG018,"Prevalence of severe wasting, weight for height (% of children under 5)",2.1,..,..,..,..
"West Bank and Gaza, Qalqiliya",WBG_Qalqiliya_PS.QA_3400_WBG011,"Prevalence of severe wasting, weight for height (% of children under 5)",0.3,..,..,..,..
"West Bank and Gaza, Rafah",WBG_Rafah_PS.RA_1295_WBG012,"Prevalence of severe wasting, weight for height (% of children under 5)",1.8,..,..,..,..
"West Bank and Gaza, Ramallah & Al-Bireh",WBG_Ramallah_PS.RM_3401_WBG013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"West Bank and Gaza, Salfit",WBG_Salfit_PS.SL_3402_WBG014,"Prevalence of severe wasting, weight for height (% of children under 5)",1.2,..,..,..,..
"West Bank and Gaza, Tubas",WBG_Tubas_PS.TU_3403_WBG015,"Prevalence of severe wasting, weight for height (% of children under 5)",0,..,..,..,..
"West Bank and Gaza, Tulkarm",WBG_Tulkarm_PS.TL_3404_WBG016,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"West Bank and Gaza, West Bank",WBG_West_Bank_AGG3405,"Prevalence of severe wasting, weight for height (% of children under 5)",1,..,..,..,0.6
"Yemen, Coast",YEM_Coast_1997,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Mountainous",YEM_Mountainous_1997,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Plateau",YEM_Plateau_1997,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Rep.",YEM,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Rep., Abyan",YEM_Abyan_YE.AB_3407_YEM002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.1,..
"Yemen, Rep., Ad Dhale'e",YEM_Ad_Dhale_e _YE.AD_3408_YEM001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.4,..
"Yemen, Rep., Aden",YEM_Aden_YE.AE_144973_YEM005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.6,..
"Yemen, Rep., Al Bayda",YEM_Al_Bayda_YE.BA_3410_YEM006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,6.5,..
"Yemen, Rep., Al Hudaydah",YEM_Al_Hudaydah_YE.HU_3411_YEM008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,9.6,..
"Yemen, Rep., Al Jawf",YEM_Al_Jawf_YE.JF_3412_YEM003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,5,..
"Yemen, Rep., Al Maharah",YEM_Al_Maharah_YE.MA_3413_YEM017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.8,..
"Yemen, Rep., Al Mahwit",YEM_Al_Mahwit_YE.MW_3414_YEM007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,5.4,..
"Yemen, Rep., Amran",YEM_Amran_YE.AM_3415_YEM009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.7,..
"Yemen, Rep., Coast",YEM_Coast_MAL-258,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Rep., Dhamar",YEM_Dhamar_YE.DH_3416_YEM014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.6,..
"Yemen, Rep., Hadramaut",YEM_Hadramaut_YE.HA_144970_YEM010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,7.1,..
"Yemen, Rep., Hajjah",YEM_Hajjah_YE.HJ_3418_YEM011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,6.4,..
"Yemen, Rep., Ibb",YEM_Ibb_YE.IB_3419_YEM012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2.8,..
"Yemen, Rep., Lahj",YEM_Lahj_YE.LA_3420_YEM013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2.6,..
"Yemen, Rep., Marib",YEM_Marib_YE.MR_3421_YEM015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,5.5,..
"Yemen, Rep., Mountainous",YEM_Mountainous_MAL-259,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Rep., Plateau",YEM_Plateau_MAL-260,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Yemen, Rep., Raymah",YEM_Raymah_YE.RA_144971_YEM021,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,6,..
"Yemen, Rep., Sa'ada",YEM_Saada_YE.SA_3422_YEM020,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,8.8,..
"Yemen, Rep., Sana'a",YEM_Sanaa_YE.SN_144972_YEM016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,5.2,..
"Yemen, Rep., Shabwah",YEM_Shabwah_YE.SH_3424_YEM018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,10.8,..
"Yemen, Rep., Taizz",YEM_Taizz_YE.TA_3425_YEM019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.7,..
Zambia,ZMB,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Zambia, Central",ZMB_Central_ZM.CE_3426_ZMB001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,1.8,..
"Zambia, Copperbelt",ZMB_Copperbelt_ZM.CO_3427_ZMB002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2.9,..
"Zambia, Eastern",ZMB_Eastern_ZM.EA_3428_ZMB003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,1.7,..
"Zambia, Luapula",ZMB_Luapula_ZM.LP_3429_ZMB004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,6.7,..
